,review_text,verified_purchase
1184,alth condition white vinegar insread cheaper less toxic particular one great smell nice dud job,True
1185,love comfort condition,True
1186,good fresh whole hous smell love wash day,True
1187,past bag tablet spilt,True
1188,best fragranc,True
1189,love year howev purchas new tub much smaller last tub ml sure new tub size hope misl,False
1190,exactli expect,False
1191,mini size great,False
1192,iron water past ten tear must say worth everi penni never issu iron stain cloth keep scale away smell divin well highli recommend,False
1193,buy veg stock cube big batch week bought strong flavour sure bland recipebut good need look start look elsewher,False
1194,love year howev purchas new tub much smaller last tub ml sure new tub smaller size hope misl,False
1195,total essenti shower fanci scent clean leav moistur,False
1196,wash fresh gentl alway reach dove bodi wash matter scent neg would bottl pump end buy foam wash pump overal would recommend,False
1197,like dove bodi wash one smell amaz moistur essenti shower,False
1198,doctor recommend everi day im soooo glad ive dove year ive never thought twice differ brand love way smell keep moist like bottl say,False
1199,go bodi wash dove easili like year great sensit love scent great keep feel hydrat strip make feel overli dri would definit recommend soap,False
1200,deodor amaz best everi would recommend anyon gentl anoth bonu,True
1201,bought sale thought absolut steal x ml unbeat daili sinc purchas dec still first bottl remain think need purchas shampoo quit time rate smell great leav hair head beard feel soft fresh clean lather realli easili,True
1202,love leav hair smooth,True
1203,seem water,True
1204,love fragranc seem last long brand absolut valu money price big bottl,False
1205,like facial wipe exfoli choos remov makeup last almost four month still pack left,True
1206,household normal comfort howev fresh sky scent must say realli nice go snif directli bottl concentr scent much intens realli ultra concentr allow much smaller bottl need much wash machin either half lid worth smaller bottl cours make carbon footprint smaller addit bottl made recycl plastic bonu bottl lid recycl back downsid sleev make sure remov throw bottl recycl hope work make whole thing recycl futur good valu money great scent though latter subject,False
1207,love fabric condition,True
1208,stuff work unless think condition mean train dog ring like bell leav cloth softer smell fresher,True
1209,good dri gentl leav feel clean smell nice basic bodi wash harm way like bodi wash nourish good,False
1210,remov make requir rub,False
1211,gave wipe girlfriend mention good take make morn hydrat gentl make girlfriend fan simpl rang one get review collect part promot,False
1212,realli love ice cream good price tub size well none guest could believ vegan,False
1213,watch bought offer expect smaller jar turn good job like mustard,False
1214,one favorit get deliv carri hefti thing home win win book,True
1215,big ice cream eater love combin dark chocol realli nice raspberri sauc amaz ice cream realli creami,False
1216,citru refresh mini either love ice lolli would highli recommend would definit buy,False
1217,one favorit flavour pot noodl gone littl recent far better food pure conveni pot noodl cannot deni,True
1218,fab,True
1219,matter ingredi put exfoli tissu thick rough face pain wipe turn red eventu pleasur comfort buy one pack store tri first order pack box person like anyon happili contact take away rest,True
1220,great work realli well,True
1221,time buy tin singularli supermarket great,True
1222,bit greasi receiv get rd,True
1223,realli good valu,True
1224,thick hair difficulti find hold without fall flat appli dri hair found moder amount clay hair hold right shine cheap smell good job definit recommend,True
1225,great price,True
1226,good money get money,True
1227,smell great good price get,True
1228,time tri other winner,False
1229,sweet eat caramel marshmallow chocol etc look liter calori bomb ingredi melt togeth sweet gross im gonna throw eat,False
1230,,True
1231,love smell leav hair feel great style,True
1232,cup tea old man love least everi week lunch time make nice conveni lunch like flavour gone back normal size one less differ one might imagin king usual much expens g king gram,False
1233,neatli packag quick deliveri like everyth item thank,True
1234,one favourit scent howev u recent notic condition longer pink colour scent dramat chang someon pleas explain disappoint,False
1235,amaz cant rate enough got gift u stop smell scent absolut amaz exfoli amaz feel soft u stop wont brand x,False
1236,im happi purchas would definit recommend friend famili,False
1237,aw hold leav hair flat greasi dri,False
1238,bought wash cloth howev need wash machin well say descript,True
1239,despit sure year like one,True
1240,beauti smell love scent last age,True
1241,realli impress smell nice cloth smell fresh week wash,True
1242,fast deliveri good valu money,True
1243,great great buy,True
1244,suffer dri variou part face tri mani noth ever seem work make would sit horribl face look blotchi due dryness found decid give go best decis made week alreadi great improv feel refresh would definit reccommend,False
1245,good came wrap around one leak,True
1246,smell love fresh,True
1247,stuff absolut amaz three week complet transform made soft hydrat smooth alway struggl around nose alway dri extrem dehydr matter tri cream complet sort issu make sit nice nose rest purchas sleep cream also day version much prefer one day night night one littl bit moisturis,False
1248,hair,True
1249,good,True
1250,got mr hinch thank reason tri wow glad non scratch scour pad minki spong leav oven hob tap sink also shower screen gleam amaz,True
1251,like peopl alway forget leav posit feedback alway quick leav neg feedback time make point item describ happi servic thank much,True
1252,great valu compar get charg supermarket soften cloth kind fragranc overbear like fabric condition,True
1253,comfort hous buy bigger one regular basi special,True
1254,star pure leav smear white kitchen tile clean well,False
1255,heat protect left hair sticki greasi love spray love soft hair feel,True
1256,littl confus mani peopl say vegan ingredi say may contain milk may maker know realli disappoint cannot take risk,False
1257,gran canaria u b c heat protect face pm wash greasi dri minut leav shini look feel like moisturis whilst protect time everi day week still load left bottl would recommend anyon amaz,False
1258,year alway work well recent bought new fragranc made obviou realli like offer sweat protect known bought,False
1259,idea well tan yet write put shower yesterday even stink woken given absolut horrif headach desper wash afraid disturb kid cheer dove,False
1260,love smell soften cloth whole rang comfort good howev think much fragranc strong consist condition reason thick half much previous one third half cap quit enough full wash load soften produc amaz scent soften cloth admir need overpow blast perfum subtl whiff love less small bit save planet pollut also save money notic bottl soften last twice long win win,False
1261,best mayo els,True
1262,say make cloth smell nice,True
1263,fit purpos,True
1264,good,True
1265,good wash capsul smell nice,True
1266,better similar second none,True
1267,easi great valu subscript,True
1268,love wash powder,True
1269,say label wash well,True
1270,great price love fabric condition,True
1271,quick postag great,True
1272,smell anymor,True
1273,smell beauti fragranc last week wash great valu subscrib,True
1274,bin,False
1275,two week bad cystic acn start fade time finish bottl acn gone thought miss toner care start garnier one set one week later acn come back im back simpl acn fade never stop,False
1276,bought coupl month ago along cleanser moisturis spot prone oili occasion issu dermat around eye worst mistak ever thought crazi simpl suppos gentl toner dri bought dermat back around eye red flaki sore place first think toner two month elimin definit toner dri would recommend,False
1277,diabet want find carbohydr content could find nutrit inform whatsoev badli manag wall,False
1278,girl picki wash condit hair go tonn stuff teen thought would tri excel price well delight result soft stinki silki smooth hair one chemic treat hair well lead tri mine bleach tone wow spend fortun shampoo condition well think need hair great subscrib save featur save us buy price,True
1279,smell cloth love last long dont lot aswel would defin buy recommend other,False
1280,normal buy wash deterg shop like see offer etc run wash liquid fabric condition abl get shop due broken ankl came across bundl decid give tri desper wash stuff bundl brilliant buy good valu money would highli recommend howev fabric condition seem clog drawer though never happen normal fabric condition,True
1281,love specif version comfort realli subtl gentl smell overpow cloth still know,True
1282,convert friend tri time cannot live without realli fresh yet mild smell cloth nice remov stain messi year old,True
1283,fantast valu order sunday deliv monday thank much,True
1284,smell good make cloth soft,True
1285,lotion work pretti good howev pump oz bottl csmart pump stop work design bottl screw pump like done past get last lotion determin loos entir bottl lotion cut top box knife word wise advoid smart pump,False
1286,pump design larg bottl horribl imposs determin end lotion come look pump mani carpet piec furnitur ruin pump design,False
1287,believ unscrew top get last lotion lotion bottl get wast money switch bodi lotion next purchas,False
1288,good,False
1289,great soap alway love,True
1290,daughter allergi could stand one,True
1291,great valu work well,True
1292,fantast amazon ther,False
1293,great valu deliveri perfect anyon wash daili basi like last age cheaper buy multipl bottl supermarket smell love,True
1294,lot peopl complain seal neither one buy morrison requir seal great price great work well smell good buy,True
1295,get deliv regularli make lot easier lug heavi stuff home shop brilliant,True
1296,great price fast deliveri,True
1297,deliv would soften properli tast inferior one buy tesco put pot microwav get noodl soften littl leav sever minut buy,True
1298,brilliant,True
1299,much flavour pralin cheap tast textur ice cream cheap tast choc cover also tast much like dark chocol milk realli fan,False
1300,fav love alway xxxx make hair soft n smooth,False
1301,mani butter toast soup stew roast potato handi littl tip jar nearli empti store jar side littl flat bit side jar get last bit easili,False
1302,love love love love flavour one favourit nice spici,False
1303,love clean exfoli beauti without leav red sore like feel supersoft refresh twice week keep look feel clean fresh,False
1304,valu great everyday,True
1305,deodor year find incred effect long last one,True
1306,shampoo cheaper shop say xd,True
1307,strong expect pleasant enough realli expect realli hot would call mild,True
1308,love shampoo,True
1309,decent size bottl wash liquid price bad amazon offer happi perform,False
1310,love particular surf smell leav wash smell fresh also great price much get,False
1311,love bought daughter noth els seem work keep fresh day smell fresh clean last day,True
1312,fast deliveri true descript,True
1313,buy soften smell phenomen last age wash soft great bottl pretti extrem function measur cap love,True
1314,brillant get money worth last,True
1315,brand go wrong wash,True
1316,,True
1317,like could buy bulk cheaper price,False
1318,great better normal dairi,False
1319,brilliant,True
1320,wife extrem sensit never believ inadvert wash cloth differ deterg basi either persil fairi joint laundri mani year combin fact cannot biolog septic tank ideal deterg dispens capsul insert main bodi place top laundri suffici deterg wash two bottl deterg compliment fabric condition measur fabric compart soften wash machin suffici condit wash pleasant clean fragranc leav cloth smell fresh soft dri realli good sensit competit price normal supermarket price,False
1321,order great valu arriv state good servic,True
1322,last day amaz lynx africa smell time,True
1323,leav nice streak free clean shine smell fresh,True
1324,purchas recent smell consist sure dilut guess water bit blue pigment disappoint qualiti,True
1325,decent soften bit hard make last long list number wash,True
1326,comfort creation best round fabric condition soften market although come close match scent soft valu money honeysuckl sandalwood person favourit howev scent would descript,True
1327,good bargin,True
1328,start capsul empti call persil get noth normal would get sorri voucher post noth whole packet still happi left slimi capsul cloth mean wash first time time whole packet never problem like brand im total unhappi would recommend anyon buy even give star compani respons problem recommend buy,True
1329,kit sensit get x persil non biolog wash deterg potenti wash x ultra concentr comfort pure potenti wash say potenti larger load need increas amount tend altern fairi persil non bio young children also famili member sensit never issu someon reaction due persil probabl prefer brand comfort pure time member famili like leav cloth feel soft children cloth leav nice soft kit endors british foundat price kit time write review slightli would current get individu supermarket get deliv want give practic babi shower gift would ideal slightli differ nappi pyramid would also make practic hous warm present overal good work slightli expens side,False
1330,fake tan moistur honestli amaz tan ever tri mean soft dri almost instantli honestli love give realli natur deep tan last age usual twice week give good exfoli week start holi grail constantli purchas,False
1331,say smell great though,True
1332,love tresemm hair shampoo great littl bit goe long way make bottl last age hair feel silki afterward smell great price fab line sale cost high street supermarket,True
1333,happi purchas,True
1334,love english mustard far better polish stuff,True
1335,valu money,True
1336,strict vegetarian miss eat cornetto sinc find wernt veggi eager tri delici cant tell differ tast textur rememb normal one,False
1337,everyon famili like ice cream flavour exempt tast yummi worth money stick medium size,False
1338,good price,True
1339,made hair look aliv oili scent power well,True
1340,good valu buy tresem shampoo shampoo good dri hair need moisturis,True
1341,love soft shampoo leav hair,True
1342,happi purchas,True
1343,would buy,True
1344,daughter recommend last two year alway comment love natur tan leg thought would tri instead usual st tropez gradual tan one shower well glad gave natur tan also slight shimmer made leg look lot healthier consid aw smell either like fake tan everi day bodi polish get rid dead cell seem work well way,False
1345,absolut love smell wash alway smell fresh hope limit edit end stayer best soften year,False
1346,light fragranc leav cloth soft,True
1347,great valu money light fragranc leav cloth soft,True
1348,came separ packet sealabl top scent love affect kid find need put fabric soften rough dri otherwis great fantast valu money,True
1349,bought bottl differ colour differ fragranc,False
1350,great ice cream rich like superior brand dairi stuff,False
1351,read review strong smell check bottl current bottl ident particularli strong smell actual like order anoth one check smell accept inde chang return,False
1352,bought offer thiught differ cojld garnier summer glow well apar made go stripey make feet orang make stink fals tan moral stori bought garnier better smell never streak,False
1353,browni point round,False
1354,pleas found absolut delici ice cream soft creami love vanilla flavour hard finish tub one go,False
1355,vfm,True
1356,good buy,True
1357,great snack love drink juic noodl gone make bread butter noodl sandwich yum lol,False
1358,bland beef tomato flavour sachet wateri cheap sauc dont recal bad ive beef one n thick tasti wont buy,False
1359,time favourit soften u never smelt anyth nice last long time happi custom,False
1360,work well,True
1361,tast better brand,True
1362,love smell,True
1363,realli last longer much cheaper end,False
1364,quick deliveri good valu money leav cloth smell clean fresh,True
1365,exactli expect occasion pod larger load slightli cheaper per pod supermarket,True
1366,felt like water close receiv fact like realli poor buy,True
1367,purchas sport mad teenag daughter want deodor would last end day exactli promis scent also amaz,True
1368,allergi one good us,True
1369,love,True
1370,love cleans lotion thick gentl superdrug fantast price deal even better,False
1371,buy simpl chang preserv come bad sore rash eye burn top lip tingl wash phone simpl told chang stuff chang preserv ask said know chang want know good reason except mayb save money cheaper ingredi simpl nearli year sinc nivea sold compani german compani chang im realli angri suppos sensit simpl ok rubbish im sore burnt simpl care pleas care usual stock offer fulli asda gave refund onto gift card receipt bottl well pocket,False
1372,perfect realli creat perfect fruit cream balanc lolli love fact cream foami rest vanilla ice cream flavour,False
1373,absolut delici son favourit,False
1374,one star remov piec crack,False
1375,bought today mother ban tan hous thought could sneaki purchas moisturis tan one appli seem bit sticki thought would sink bit time woke morn tan sunk still felt tacki colour tan realli natur give healthi glow smell easi last minut night,False
1376,great buy,True
1377,good price,True
1378,thank god somebodi deliv brazil make expat live bearabl thank,True
1379,like wipe scratchi gentl would recommend wipe rip apart easili,True
1380,ok,True
1381,good buy,True
1382,realli dri patch forehead cheek month tri load differ expens none work scrub got rid made smooth good scrub dri flaki face,False
1383,favourit deodor year bought new realis chang fragranc hate aw need find new deodor,False
1384,great nice smell job well,True
1385,smelt great made cloth smell fresh howev price cheaper tesco wilkinson,False
1386,go wrong price often alongsid fake tan sustain colour often get dri appli fake tan help keep hydrat quick easi appli appli either morn night leav see result quickli good take away holiday give extra summer glow colour easi howev finish appli make sure wash hand wipe palm wet wipe also clean nail thoroughli colour stick hand appli realli recommend good valu money,False
1387,good,True
1388,love noodl,True
1389,got hope reduc smell mice everi load consist continu work,True
1390,love scent excel valu money,True
1391,nice deodor last age smell overpow,False
1392,like smell fresh clean,True
1393,absolut great valu amazon ideal snack warm cook fast deliveri,True
1394,first time bought ice cream review good tri honest bad amaz vanilla yogurt alpro way better kid enjoy need vanilla flavour husband smell say smell like big blop cream,False
1395,previou review purchas offer sure formula chang streaki orang see streak dri would buy search better,False
1396,verri happi comfort time thank much,True
1397,caught sudden nice weather still pale uncook chip bought bottl tri first time coupl streak leg read instruct realis say must appli circl next day liber amount made sure circular motion delight second day enough colour go bare leg also cover streak appli day run look like away week sun realli natur even colour bit whiff fake tan first appli wear hour feel smooth moisturis ad bonu,False
1398,alway long healthi colour extrem pale put time tan well disastr howev first success creat beauti even healthi natur tan within day could rate enough also sensit spot prone face abl face success well long last deepli moisturis super natur favourit,False
1399,ive day natur tan easi appli like better bondi sand gradual tan slight fake tan smell first wear away pleas,False
1400,everyday month great love simpl wipe anyway one great remov make leav feel refresh definit buy review collect part promot,False
1401,put everi night go bed wake morn feel hydrat plump love sensit struggl eczema throughout life cream never caus problem love,False
1402,perfect gentl focus hydrat tacki also import goe everi cream highli recommend,False
1403,friend told dove month back recommend particular one see though make beauti soft smell devin honestli live without alway buy scent signatur haha nice see offer buy nearli go saver instead get normal overal buy smell pamper love bath get scent dove bubbl bath heheh enjoy,False
1404,favorit afford bodi wash super moistur doesnt leav bad residu scent fresh highli recommend,False
1405,go bodi wash leav feel super soft doesnt irrit sensit harsh perfum chemic continu everi shower bath also pretti inexpens,False
1406,smell great realli help moistur realli soft smooth,False
1407,bodi wash help dri get realli bad red bump dryness help tremend smell amaz leav feel smooth silki buy anoth bodi wash,False
1408,soap love scent plenti would prefer longer last scent bodi comparison overal would recommend,False
1409,recommend anyon dri doesnt like feel oili soft glow afford,False
1410,moistur nice thick consist smooth soft smell amaz long last clean,False
1411,smell wonder light clean scent leav feel moistur smooth bodi wash go afford would continu recommend friend famili,False
1412,tri fake tan best far look natur amaz,False
1413,quit fair hard find make go streaki look like spray orang juic well appli week look feel amaz mani comment nice colour went back bought bottl today reason give star develop smell bit strong smell like cook haha get amaz result happi highli recommend,False
1414,purchas week ago time second applic alreadi nice subtl tan expect work quick would say get dispos glove even wash hand straight away notic odd mark hand,False
1415,bought long ago special offer expect much rare lotion give desir effect howev one absolut perfect tan effect natur blotch patch gorgeou brown colour recommend,False
1416,bought fair hide sunshin howev felt good moistur howev felt clingi greazi minut hour wait cream remain sticki also chang colour realli disappoint advis buy,False
1417,purchas offer blindingli white leg need bit help want gradual tanner less chanc obviou streak smelt nice applic light floral scent howev within hour smelt stronger actual full fake tan unpleas could also feel cream sit fulli absorb dri actual tan result bare notic buy,False
1418,love fair hair blue eye lili white older ladi burn crisp sun uncov return holiday want least look like tan cold bought offer went fair med first time put arm sparingli didnt realli notic much although defin someth today thought let add bit usual morn shower appli bit liber arm leg face comment today love glow develop nice today sassi look healthi bod feel good bought anoth tube order whilst offer hate sit sun burn unless cover p lotion safe way get bronz look streak easi appli doesnt stain hand slight tan smell much hook,False
1419,realli like light colour give easi streak free howev read lot review mani claim lotion dri quickli howev experi spend hour dri sticki day,False
1420,husband like dove extra fresh nice fresh clean smell,False
1421,start month ago stop sweat stay dri day first time sweat control year confid return great tri give day kick,False
1422,final found deodor menopaus women,False
1423,realli clean fresh smell fragranc absolut last day long x kept wonder fresh dri x love dove x especi bodi wash deodor x,False
1424,look good face spf long especi weather start improv alway found expensic happi inexpens oili make greasi look amaz makeup makeup look much better foundat goe smoothli pore hardli visibl love love love realli mositur good sun protect,False
1425,start cerav facial lotion month ago sinc constant breakout norm want love persist recent decid enough enough pick simpl one best thing done within two day current spot begun clear overal look face much calmer goe show fanci long name sciencey alway come top simpl gentl like one,False
1426,amaz cant rate enough got gift stop smell scent absolut amaz exfoli amaz feel soft stop wont brand x,False
1427,realli enjoy compar favour expens brand,False
1428,alway differ brand gradual ran smell alway put half price enough point thought would give tri smell love soft goe well like moisturis wash palm wipe look amaz rather usual st moritz natur look quit pale found applic medium dark perfect last quit day notic start disappear quit subtli great must buy,False
1429,love dove bath soap bar dove scent quarter moisturis dri soap,False
1430,nice fresh fabric soften,True
1431,amaz valu money smell love soft job well would recommend purchas,False
1432,great thank,True
1433,happi,True
1434,okay hair like us sure less year meant care bit right probabl best shampoo ever own need buy like bottl year feel good got condition equal good bought size,True
1435,gave everyon gave pack rash spot,True
1436,great fragranc strike right balanc although wife complain small bottl difficult pour accur probabl slurp reckon full measur fact nearer two full measur realli quick way small ml bottl cap measur suppos find econom way condition cool fragranc actual carri cloth make smell like fresh sky know thing smell like someth els realli like condition bottl made recycl plastic manufactur ask custom recycl new bottl go path third time around three star anoth one good green,False
1437,great price bottl need small amount half cap wash soften cloth smell nice last want someth linger tri lenor unstopp soften cloth said soften effect notic even handwash delic underwear like ultra concentr reduc size bottl storag,False
1438,ultra concentr fabric condition initi surpris small bottl read side need half cap bottl last nice abl fit bottl kitchen cupboard find half cap enough live area hard water cloth came wash feel soft smell love realli like scent although noth special gener floral fabric condition scent,False
1439,bought one smaller size bottl soften compar qualiti disappoint find much thinner kind find shop heavili dilut real save go back get shop cancel subscript,True
1440,buy time problem item,True
1441,perfect tast salti flavour yeast base buy today honest love toast,False
1442,love pot noodl plenti curri flavour brill snack anytim easi prepar great valu money cheaper supermarket definit recommend,True
1443,household normal comfort howev fresh sky scent must say realli nice go snif directli bottl concentr scent much intens realli ultra concentr allow much smaller bottl need much wash machin either half lid worth smaller bottl cours make carbon footprint smaller addit bottl made recycl plastic bonu bottl lid recycl back downsid sleev make sure remov throw bottl recycl hope work make whole thing recycl futur good valu money great scent though latter subject,False
1444,love,True
1445,list pack concentr fabric soften although receiv sampl review purpos note contain made recycl plastic suitabl recycl need remov plastic wrap hold inform bottl need beforehand dose inform found need jar open remov lid first time guess good receiv via post mean less chanc lid come loos spill content parcel rather onto cloth like scent transfer well laundri leav smell floral without overli sweet would worth snif shop commit larg pack howev laundri scent everyon tast soft fantast particularli notic laundri dri outsid normal make feel stiff bottl cover load kg manag larger kg load bottl look small liquid concentr dose cap rather pour machin otherwis much probabl,False
1446,kid spend whole week without pot noodl favourit flavour great big pot larger averag bargain price amazon,True
1447,love scent fresh flower fushia realli make good job fragranc cloth wash bottl small liquid condens type bottl capabl wash appar howev would say get realli fragranc littl say bottl howev may tast honest like laundri fragrant put liquid soap condition drawer measur small amount lid,False
1448,shop bought much expens l paid unless special offer deal excel valu money full flavour tasti snack anytim definit recommend,True
1449,effici effect nice fragranc best wash howev towel linen everi third time pre wash least hour,True
1450,wild eye enthusiast ask rate free magnum part promot perhap err gener side pay custom howev noth write home uncomfort flavour clash dark chocol coat sickli sweet raspberri sauc cover core difficult describ core remind cheapest imagin insipid brand raspberri ice cream littl smooth creami find magnum almost rush develop process end bitter raspberri rippl stick disappoint consid could,False
1451,soften forev colour chang smell nice u happen,False
1452,say gluten free one beef casserol spent next day sat toilet contain barley good coeliac peopl,False
1453,one first cream handwash could cheaper nice fragranc soften hand better liquid good name oh wing dove one kitchen one bathroom shower room recommend highli star,False
1454,face includ make feel soft smooth squeaki clean downsid crave smell bad pregnanc physic stop eat,False
1455,bought first time coupl week ago smell amaz fragranc last age buy,False
1456,chang colour perfum condition year chang anoth fragranc manufactur,False
1457,buy veg stock cube big batch week bought strong flavour sure bland recipebut good need look start look elsewher,False
1458,great shampoo wash hair,True
1459,incred servic bargain price thank simpl,True
1460,pack bottl laundri condition realli nice scent inde market would call fresh smell nice sure sky smell ever condition littl goe long way concentr need way way less get wash bottl lot save straight bat vs normal condition nice good littl bottl would recommend,False
1461,know go get comfort regard feel smell post wash super concentr fabric condition smell great much less plastic recycl sourc say need fraction ammount liquid non concentr varieti result happi say claim seem true like tradit comfort smell buy confid,False
1462,realli like scent overpow pleasant leav cloth feel softer particularli like fact bottl recycl remov wrap around recycl concentr plu storag eas easi measur great valu,False
1463,good bundl realli good dealt post holiday laundri realli well love scent laundri come clean smell lush daughter realli sensit whilst rest laundri non bio laundri bundl good irrit smell love think good valu great subscrib save kit could deliv hous regularli laundri littl effort wherea go shop trawl around laundri offer faff great great scent great job,False
1464,wash cloth grandchildren excema one grandchildren irrit condit nice abl wash everyon cloth altogeth rather separ excema smell fresh clean although get wash pack soften need buy soften,False
1465,good bulk price,True
1466,good,True
1467,son love would recommend especi youth,True
1468,highli recommend,True
1469,good,True
1470,bottl smaller lighter touch stiff hand find much easier pick pour tradit larger bottl although bit struggl get lid first time scent fresh floral pleasant overpow linger wash well afterward bottl reason good valu littl goe long way half cap recommend wash kg full cap larger wash wash base half cap dose kg load usual larger load get approxim wash per bottl bottl made recycl plastic recycl except plastic sleev,False
1471,amaz valu money,False
1472,disappoint littl goe long way,True
1473,ok,True
1474,condition smell intens tri one amazon good offer basic cant feel smell cloth seem dilut want nice smell cloth pleas dont buy,True
1475,much cheaper shop work realli well nice scent,True
1476,great great price buy,True
1477,great valu,True
1478,great size keep close hand big like size get,True
1479,ml bottl give wash load fuchsia passion fabric condition comfort bottl entir plastic made recycl plastic recycl bottl narrow screw top measur bottl accur slim pourer dribbl one concentr need cap washload comfort mani year fuchsia passion fragranc nice light floral fragranc towel cloth felt nice soft wash dri love smell flower hint fruit mango freshli launder cloth strong overpow nice smell wash cloth,False
1480,got deal amaz valu money pack enough wash bottl wash usual basic save got partner sensit issu smell clean great,True
1481,impress,False
1482,fantast valu love scent buy,True
1483,clearli latest variat comfort address environment concern plastic wast highli concentr come smaller bottl recycl reduc packag transport cost commend concentr sens fact detect scent even open bottl breath deepli overpow howev dilut form half cap per load add pleasant slightli zesti aroma cloth scent matter tast like wash feel soft pleasant though alreadi regular comfort user form repres good valu qualiti want lessen impact environ albeit smallest way someth,False
1484,usual secret best countri mile mani mani anti perspir tri mani year ad pantri order get free deliveri wow rubbish hr start feel wet sticki arm fairli sedentari day recommend one worst tri one star love smell though even littl strong back secret,True
1485,anoth bathroom shelf,True
1486,valu,True
1487,great conveni much easier powder liquid,True
1488,great offer work bag buy,True
1489,bought think got bargain wash howev disappoint concentr wateri scent strong need put wash cloth rather recommend amount,True
1490,outer layer cover liquid becom sticki gel stick cloth hard remov,True
1491,nice,True
1492,get non bio great valu,True
1493,great valu money,True
1494,great price number wash get ad bonu carri heavi pack home supermarket deliv door need effect clean easi,True
1495,excel item time great deliveri servic valu qualiti,False
1496,superb kit persil non bio great cloth realli stubborn stain great one word warn although say handl c wash tend go least ensur gel thoroughli rins machin cloth wash machin repair guy told fals economi especi gel build time caus issu comfort realli nice leav fabric soft huggabl,False
1497,brilliant love persia,True
1498,larg amount laundri yesterday immedi impress scent fabric condition fuchsia passion delight love scent ultra concentr need littl amount tumbl dri cloth came soft smell love often find tumbl dryer make laundri lose scent occas dri cloth cloth hors delight whole room took love scent impress comfort concentr fabric condition recycl plastic bottl cut amount plastic whole bottl bar wrapper recycl bottl small see pictur ultra concentr still last long larger bottl highli recommend,False
1499,great valu money wash smell love,True
1500,love smell,True
1501,good,True
1502,good price carri heavi item home shop,True
1503,great item bargain price,True
1504,excel valu money last long better deodor,True
1505,great valu money would buy wash,True
1506,fab deal day go deodor usual,True
1507,wash cloth,True
1508,mistak littl bottl think worth money often offer big one amaz fabric softner though scent amaz,True
1509,good price,True
1510,happi order arriv day promis,True
1511,great lot effort made reduc plastic need make soften concentr less need though see buyer say still amount larger bottl probabl explain much said label explain littl goe long way fuchsia perfum version smell ok overpow big plu difficulti intens perfum past note outer plastic sleev recycl need dispos separ,False
1512,great,True
1513,fabric condition leav cloth soft also smell beauti anoth ad bonu pure ideal son sensit suitabl adult children belov pet sensit cloth left feel incred soft smell gorgeou,True
1514,leav nice smell cloth feel soft,False
1515,great valu,True
1516,storag alway better buy bigger volum keep big bottl garag top smaller bottl close wash machin great qualiti well known brand,True
1517,brand forev love way never upset especi wash sheet item next bodi jean underwear ever sinc small babi help grandchildren child friendli brand wash recommend foundat mean tri eczema afflict item confid smaller ultra concentr pure comfort extra mean dish extra help soft requir littl amount job altogeth wash two handi bottl persil non bio liquid deterg care measur bubbl pod wast soft water area lesser amount ye still sort everyday stain worri scent fresh clean whole hous smell love laundri go air iron,False
1518,order everi month good valu alway arriv time find remov make gentl exfoli side soft side fussi wipe suit need exactli smell either us big put leav face feel greasi,True
1519,well worth money,True
1520,great smell job,True
1521,ask like review comfort intens fabric condition liquid fuchsia passion ml wash pack said ye love fragranc give wash love outsid fresh fragranc warn small bottl fabric condition ultra concentr littl goe long way nice see bottl made recycl plastic addit compani state save plastic releas less wast less greenhous gase compar comfort blue sky winner everyon want help environ,False
1522,shampoo best bargain also,True
1523,love smell deodor even though meant men wear,True
1524,good,True
1525,love smell wash smell lush smell room cloth put away usual buy offer around,True
1526,like flavour eat,True
1527,good valu money would buy,True
1528,good,True
1529,slight scent keep go hour mark cloth,True
1530,take month finish econom,True
1531,nice smell cloth,True
1532,smell fresh overpow handi buy bulk great price worri shop around good price supermarket regularli,True
1533,seem like good deal whole bottl fill bottl basic got bottl less full much smaller look,True
1534,wonder scent keep feel fresh day,True
1535,long last,True
1536,excel work amazingli,True
1537,complain favourit smell good second time buy bulk,True
1538,hunger,True
1539,ultra concentr much half cap full fine scent nice floral smell concentr sniff test direct bottom cours seem bit intens end result bunch nice scent cloth scent smell alway subject bottl made recycl plastic outer sleev recycl great step forward thumb,False
1540,love soften found bargain buy despit struggl space home smell absolut amaz small amount enough make whole hous smell beauti,True
1541,smell nice alway wake morn,True
1542,love,True
1543,excel,True
1544,conveni smell great soft fluffi,True
1545,let know back offer pl,True
1546,cheap purchas bulk smell fantast last long,True
1547,valu money smell love,True
1548,els say fantast valu money last month wash load everi day sometim,True
1549,love smell need half cap full load soft fragrant wash work well hard water environ compact bottl easi store,False
1550,set sensit wash soap perfectli good clean well decent scent last even better concentr comfort bottl mean much easier store price touch heavi view overal set wash machin certainli clean well,False
1551,hype attach scent fabric condition someth famili ignor want cloth smell fresh pleasant wash soft comfort wear econom fortun one fulfil criteria say smell fresh pleasant mean stink place scent overpow wilt everyth yard radiu fortun get gener thumb could done without word big wonder smell alarm call purchas whisk away favourit perfum want cloth big smell life,False
1552,smell gorgeou even dri tumbl great valu money subscript servic,True
